,rst_name,weekday,hours,platform
3,테라코타,04.03 (수),확인 필요,1
4,테라코타,04.04 (목),확인 필요,1
5,테라코타,04.05 (금),확인 필요,1
6,테라코타,04.06 (토),확인 필요,1
0,무이,[오늘] 03.31 (일),영업시간 확인 필요,1
1,무이,04.01 (월),확인 필요,1
2,무이,04.02 (화),확인 필요,1
3,무이,04.03 (수),확인 필요,1
4,무이,04.04 (목),확인 필요,1
5,무이,04.05 (금),확인 필요,1
6,무이,04.06 (토),확인 필요,1
0,쭈꾸미킹,[오늘] 03.31 (일),영업시간: 11:00 - 22:00,1
1,쭈꾸미킹,04.01 (월),영업시간: 11:00 - 22:00,1
2,,,,
3,쭈꾸미킹,04.02 (화),영업시간: 11:00 - 22:00,1
4,,,,
5,쭈꾸미킹,04.03 (수),영업시간: 11:00 - 22:00,1
6,,,,
7,쭈꾸미킹,04.04 (목),영업시간: 11:00 - 22:00,1
8,,,,
9,쭈꾸미킹,04.05 (금),영업시간: 11:00 - 22:00,1
10,,,,
11,쭈꾸미킹,04.06 (토),영업시간: 11:00 - 22:00,1
12,,,,
0,마우스래빗,[오늘] 03.31 (일),영업시간: 12:00 - 23:00,1
1,마우스래빗,04.01 (월),영업시간: 12:00 - 23:00,1
2,마우스래빗,04.02 (화),영업시간: 12:00 - 23:00,1
3,마우스래빗,04.03 (수),영업시간: 12:00 - 23:00,1
4,마우스래빗,04.04 (목),영업시간: 12:00 - 23:00,1
5,마우스래빗,04.05 (금),영업시간: 12:00 - 23:00,1
6,마우스래빗,04.06 (토),영업시간: 12:00 - 23:00,1
0,순곱이네 건대점,[오늘] 03.31 (일),휴무일,1
1,순곱이네 건대점,04.01 (월),영업시간: 17:00 - 01:30,1
2,순곱이네 건대점,04.02 (화),영업시간: 17:00 - 01:30,1
3,순곱이네 건대점,04.03 (수),영업시간: 17:00 - 01:30,1
4,순곱이네 건대점,04.04 (목),영업시간: 17:00 - 01:30,1
5,순곱이네 건대점,04.05 (금),영업시간: 17:00 - 01:30,1
6,순곱이네 건대점,04.06 (토),휴무일,1
0,꼽사리떡볶이,[오늘] 03.31 (일),영업시간: 12:00 - 00:30,1
1,꼽사리떡볶이,04.01 (월),영업시간: 12:00 - 00:30,1
2,꼽사리떡볶이,04.02 (화),휴무일,1
3,꼽사리떡볶이,04.03 (수),영업시간: 12:00 - 00:30,1
4,꼽사리떡볶이,04.04 (목),영업시간: 12:00 - 00:30,1
5,꼽사리떡볶이,04.05 (금),영업시간: 12:00 - 00:30,1
6,꼽사리떡볶이,04.06 (토),영업시간: 12:00 - 00:30,1
0,엠케이갤러리스튜디오,[오늘] 03.31 (일),영업시간: 13:00 - 23:00,1
1,엠케이갤러리스튜디오,04.01 (월),영업시간: 13:00 - 23:00,1
2,엠케이갤러리스튜디오,04.02 (화),영업시간: 13:00 - 23:00,1
3,엠케이갤러리스튜디오,04.03 (수),영업시간: 13:00 - 23:00,1
4,엠케이갤러리스튜디오,04.04 (목),영업시간: 13:00 - 23:00,1
5,엠케이갤러리스튜디오,04.05 (금),영업시간: 15:00 - 23:00,1
6,엠케이갤러리스튜디오,04.06 (토),영업시간: 13:00 - 23:00,1
0,최신족발,[오늘] 03.31 (일),영업시간: 11:30 - 01:00,1
1,최신족발,04.01 (월),영업시간: 11:30 - 01:00,1
2,,,,
3,최신족발,04.02 (화),영업시간: 11:30 - 01:00,1
4,,,,
5,최신족발,04.03 (수),영업시간: 11:30 - 01:00,1
6,,,,
7,최신족발,04.04 (목),영업시간: 11:30 - 01:00,1
8,,,,
9,최신족발,04.05 (금),영업시간: 11:30 - 01:00,1
10,,,,
11,최신족발,04.06 (토),영업시간: 11:30 - 01:00,1
12,,,,
0,마초쉐프 건대점,[오늘] 03.31 (일),영업시간: 11:30 - 22:00,1
1,마초쉐프 건대점,04.01 (월),영업시간: 11:30 - 22:00,1
2,,,,
3,마초쉐프 건대점,04.02 (화),영업시간: 11:30 - 22:00,1
4,,,,
5,마초쉐프 건대점,04.03 (수),영업시간: 11:30 - 22:00,1
6,,,,
7,마초쉐프 건대점,04.04 (목),영업시간: 11:30 - 22:00,1
8,,,,
9,마초쉐프 건대점,04.05 (금),영업시간: 11:30 - 22:00,1
10,,,,
11,마초쉐프 건대점,04.06 (토),영업시간: 11:30 - 22:00,1
12,,,,
0,열불날개,[오늘] 03.31 (일),영업시간: 17:00 - 02:00,1
1,열불날개,04.01 (월),영업시간: 17:00 - 02:00,1
2,열불날개,04.02 (화),영업시간: 17:00 - 02:00,1
3,열불날개,04.03 (수),영업시간: 17:00 - 02:00,1
4,열불날개,04.04 (목),영업시간: 17:00 - 02:00,1
5,열불날개,04.05 (금),영업시간: 17:00 - 02:00,1
6,열불날개,04.06 (토),영업시간: 17:00 - 02:00,1
0,고향산천 원조 숯불닭갈비,[오늘] 03.31 (일),영업시간: 11:30 - 00:00,1
1,고향산천 원조 숯불닭갈비,04.01 (월),휴무일,1
2,고향산천 원조 숯불닭갈비,04.02 (화),영업시간: 11:30 - 00:00,1
3,고향산천 원조 숯불닭갈비,04.03 (수),영업시간: 11:30 - 00:00,1
4,고향산천 원조 숯불닭갈비,04.04 (목),영업시간: 11:30 - 00:00,1
5,고향산천 원조 숯불닭갈비,04.05 (금),영업시간: 11:30 - 00:00,1
6,고향산천 원조 숯불닭갈비,04.06 (토),영업시간: 11:30 - 00:00,1
0,샤브로21 화양점,[오늘] 03.31 (일),영업시간 확인 필요,1
1,샤브로21 화양점,04.01 (월),확인 필요,1
2,샤브로21 화양점,04.02 (화),확인 필요,1
3,샤브로21 화양점,04.03 (수),확인 필요,1
4,샤브로21 화양점,04.04 (목),확인 필요,1
5,샤브로21 화양점,04.05 (금),확인 필요,1
6,샤브로21 화양점,04.06 (토),확인 필요,1
0,육성회비,[오늘] 03.31 (일),영업시간: 17:00 - 00:00,1
1,육성회비,04.01 (월),영업시간: 17:00 - 00:00,1
2,,,,
3,육성회비,04.02 (화),영업시간: 17:00 - 00:00,1
4,,,,
5,육성회비,04.03 (수),영업시간: 17:00 - 00:00,1
6,,,,
7,육성회비,04.04 (목),영업시간: 17:00 - 00:00,1
8,,,,
9,육성회비,04.05 (금),영업시간: 17:00 - 00:00,1
10,,,,
11,육성회비,04.06 (토),영업시간: 17:00 - 00:00,1
12,,,,
0,도원,[오늘] 03.31 (일),영업시간 확인 필요,1
1,도원,04.01 (월),확인 필요,1
2,도원,04.02 (화),확인 필요,1
3,도원,04.03 (수),확인 필요,1
4,도원,04.04 (목),확인 필요,1
5,도원,04.05 (금),확인 필요,1
6,도원,04.06 (토),확인 필요,1
0,동해해물,[오늘] 03.31 (일),영업시간: 11:00 - 22:30,1
1,동해해물,04.01 (월),영업시간: 11:00 - 22:30,1
2,동해해물,04.02 (화),영업시간: 11:00 - 22:30,1
3,동해해물,04.03 (수),영업시간: 11:00 - 22:30,1
4,동해해물,04.04 (목),영업시간: 11:00 - 22:30,1
5,동해해물,04.05 (금),영업시간: 11:00 - 22:30,1
6,동해해물,04.06 (토),영업시간: 11:00 - 22:30,1
0,뉴웨이브서울,[오늘] 03.31 (일),영업시간 확인 필요,1
1,뉴웨이브서울,04.01 (월),확인 필요,1
2,뉴웨이브서울,04.02 (화),확인 필요,1
3,뉴웨이브서울,04.03 (수),확인 필요,1
4,뉴웨이브서울,04.04 (목),확인 필요,1
5,뉴웨이브서울,04.05 (금),확인 필요,1
6,뉴웨이브서울,04.06 (토),확인 필요,1
0,중독족발,[오늘] 03.31 (일),영업시간: 15:00 - 02:00,1
1,중독족발,04.01 (월),영업시간: 15:00 - 02:00,1
2,중독족발,04.02 (화),영업시간: 15:00 - 02:00,1
3,중독족발,04.03 (수),영업시간: 15:00 - 02:00,1
4,중독족발,04.04 (목),영업시간: 15:00 - 02:00,1
5,중독족발,04.05 (금),영업시간: 15:00 - 02:00,1
6,중독족발,04.06 (토),영업시간: 15:00 - 02:00,1
0,멘쇼,[오늘] 03.31 (일),휴무일,1
1,멘쇼,04.01 (월),영업시간: 17:00 - 21:00,1
2,멘쇼,04.02 (화),영업시간: 17:00 - 21:00,1
3,멘쇼,04.03 (수),영업시간: 17:00 - 21:00,1
4,멘쇼,04.04 (목),영업시간: 17:00 - 21:00,1
5,멘쇼,04.05 (금),영업시간: 17:00 - 21:00,1
6,멘쇼,04.06 (토),영업시간: 17:00 - 21:00,1
0,원조남원추어탕,[오늘] 03.31 (일),영업시간: 09:00 - 22:00,1
1,원조남원추어탕,04.01 (월),영업시간: 09:00 - 22:00,1
2,원조남원추어탕,04.02 (화),영업시간: 09:00 - 22:00,1
3,원조남원추어탕,04.03 (수),영업시간: 09:00 - 22:00,1
4,원조남원추어탕,04.04 (목),영업시간: 09:00 - 22:00,1
5,원조남원추어탕,04.05 (금),영업시간: 09:00 - 22:00,1
6,원조남원추어탕,04.06 (토),영업시간: 09:00 - 22:00,1
0,아오스 요거트,[오늘] 03.31 (일),영업시간: 09:00 - 21:00,1
1,아오스 요거트,04.01 (월),영업시간: 09:00 - 21:00,1
2,아오스 요거트,04.02 (화),영업시간: 09:00 - 21:00,1
3,아오스 요거트,04.03 (수),영업시간: 09:00 - 21:00,1
4,아오스 요거트,04.04 (목),영업시간: 09:00 - 21:00,1
5,아오스 요거트,04.05 (금),영업시간: 09:00 - 21:00,1
6,아오스 요거트,04.06 (토),영업시간: 09:00 - 21:00,1
0,와플대학 건대캠퍼스점,[오늘] 03.31 (일),영업시간: 11:00 - 23:00,1
1,와플대학 건대캠퍼스점,04.01 (월),영업시간: 11:00 - 23:00,1
2,와플대학 건대캠퍼스점,04.02 (화),영업시간: 11:00 - 23:00,1
3,와플대학 건대캠퍼스점,04.03 (수),영업시간: 11:00 - 23:00,1
4,와플대학 건대캠퍼스점,04.04 (목),영업시간: 11:00 - 23:00,1
5,와플대학 건대캠퍼스점,04.05 (금),영업시간: 11:00 - 23:00,1
6,와플대학 건대캠퍼스점,04.06 (토),영업시간: 11:00 - 23:00,1
0,신사소곱창 건대점,[오늘] 03.31 (일),영업시간: 16:30 - 01:30,1
1,신사소곱창 건대점,04.01 (월),영업시간: 16:30 - 01:30,1
2,,,,
3,신사소곱창 건대점,04.02 (화),영업시간: 16:30 - 01:30,1
4,,,,
5,신사소곱창 건대점,04.03 (수),영업시간: 16:30 - 01:30,1
6,,,,
7,신사소곱창 건대점,04.04 (목),영업시간: 16:30 - 01:30,1
8,,,,
9,신사소곱창 건대점,04.05 (금),영업시간: 16:30 - 01:30,1
10,,,,
11,신사소곱창 건대점,04.06 (토),영업시간: 16:30 - 01:30,1
12,,,,
0,요비,[오늘] 03.31 (일),영업시간: 18:00 - 02:00,1
1,요비,04.01 (월),영업시간: 18:00 - 02:00,1
2,요비,04.02 (화),영업시간: 18:00 - 02:00,1
3,요비,04.03 (수),영업시간: 18:00 - 02:00,1
4,요비,04.04 (목),영업시간: 18:00 - 02:00,1
5,요비,04.05 (금),영업시간: 18:00 - 04:00,1
6,요비,04.06 (토),영업시간: 18:00 - 04:00,1
0,청춘등판,[오늘] 03.31 (일),영업시간: 12:00 - 23:00,1
1,청춘등판,04.01 (월),영업시간: 12:00 - 23:00,1
2,,,,
3,청춘등판,04.02 (화),영업시간: 12:00 - 23:00,1
4,,,,
5,청춘등판,04.03 (수),영업시간: 12:00 - 23:00,1
6,,,,
7,청춘등판,04.04 (목),영업시간: 12:00 - 23:00,1
8,,,,
9,청춘등판,04.05 (금),영업시간: 12:00 - 23:00,1
10,,,,
11,청춘등판,04.06 (토),영업시간: 12:00 - 23:00,1
12,,,,
0,꾸아 건대점,[오늘] 03.31 (일),영업시간: 11:30 - 21:00,1
1,꾸아 건대점,04.01 (월),영업시간: 11:30 - 21:00,1
2,,,,
3,꾸아 건대점,04.02 (화),영업시간: 11:30 - 21:00,1
4,,,,
5,꾸아 건대점,04.03 (수),영업시간: 11:30 - 21:00,1
6,,,,
7,꾸아 건대점,04.04 (목),영업시간: 11:30 - 21:00,1
8,,,,
9,꾸아 건대점,04.05 (금),영업시간: 11:30 - 21:00,1
10,,,,
11,꾸아 건대점,04.06 (토),영업시간: 11:30 - 21:00,1
12,,,,
0,카페 그자체,[오늘] 03.31 (일),영업시간: 12:00 - 22:00,1
1,카페 그자체,04.01 (월),영업시간: 12:00 - 22:00,1
2,카페 그자체,04.02 (화),영업시간: 12:00 - 22:00,1
3,카페 그자체,04.03 (수),영업시간: 12:00 - 22:00,1
4,카페 그자체,04.04 (목),영업시간: 12:00 - 22:00,1
5,카페 그자체,04.05 (금),영업시간: 12:00 - 22:00,1
6,카페 그자체,04.06 (토),영업시간: 12:00 - 22:00,1
0,역전 할머니 맥주 건대점,[오늘] 03.31 (일),영업시간: 15:00 - 05:00,1
1,역전 할머니 맥주 건대점,04.01 (월),영업시간: 15:00 - 05:00,1
2,역전 할머니 맥주 건대점,04.02 (화),영업시간: 15:00 - 05:00,1
3,역전 할머니 맥주 건대점,04.03 (수),영업시간: 15:00 - 05:00,1
4,역전 할머니 맥주 건대점,04.04 (목),영업시간: 15:00 - 05:00,1
5,역전 할머니 맥주 건대점,04.05 (금),영업시간: 15:00 - 05:00,1
6,역전 할머니 맥주 건대점,04.06 (토),영업시간: 15:00 - 05:00,1
0,건대우동집,[오늘] 03.31 (일),영업시간: 00:00 - 24:00,1
1,건대우동집,04.01 (월),영업시간: 00:00 - 24:00,1
2,건대우동집,04.02 (화),영업시간: 00:00 - 24:00,1
3,건대우동집,04.03 (수),영업시간: 00:00 - 24:00,1
4,건대우동집,04.04 (목),영업시간: 00:00 - 24:00,1
5,건대우동집,04.05 (금),영업시간: 00:00 - 24:00,1
6,건대우동집,04.06 (토),영업시간: 00:00 - 24:00,1
0,커피마켓,[오늘] 03.31 (일),영업시간: 12:00 - 00:00,1
1,커피마켓,04.01 (월),영업시간: 12:00 - 00:00,1
2,커피마켓,04.02 (화),영업시간: 12:00 - 00:00,1
3,커피마켓,04.03 (수),영업시간: 12:00 - 00:00,1
4,커피마켓,04.04 (목),영업시간: 12:00 - 00:00,1
5,커피마켓,04.05 (금),영업시간: 12:00 - 00:00,1
6,커피마켓,04.06 (토),영업시간: 12:00 - 00:00,1
0,선미 황먼지 찜닭,[오늘] 03.31 (일),영업시간: 11:00 - 22:00,1
1,선미 황먼지 찜닭,04.01 (월),영업시간: 11:00 - 22:00,1
2,선미 황먼지 찜닭,04.02 (화),영업시간: 11:00 - 22:00,1
3,선미 황먼지 찜닭,04.03 (수),영업시간: 11:00 - 22:00,1
4,선미 황먼지 찜닭,04.04 (목),영업시간: 11:00 - 22:00,1
5,선미 황먼지 찜닭,04.05 (금),영업시간: 11:00 - 22:00,1
6,선미 황먼지 찜닭,04.06 (토),영업시간: 11:00 - 22:00,1
0,엔제리너스,[오늘] 03.31 (일),영업시간: 00:00 - 24:00,1
1,엔제리너스,04.01 (월),영업시간: 00:00 - 24:00,1
2,,,,
3,엔제리너스,04.02 (화),영업시간: 00:00 - 24:00,1
4,,,,
5,엔제리너스,04.03 (수),영업시간: 00:00 - 24:00,1
6,,,,
7,엔제리너스,04.04 (목),영업시간: 00:00 - 24:00,1
8,,,,
9,엔제리너스,04.05 (금),영업시간: 00:00 - 24:00,1
10,,,,
11,엔제리너스,04.06 (토),영업시간: 00:00 - 24:00,1
12,,,,
0,꼴목,[오늘] 03.31 (일),영업시간: 17:00 - 07:00,1
1,꼴목,04.01 (월),영업시간: 17:00 - 07:00,1
2,꼴목,04.02 (화),영업시간: 17:00 - 07:00,1
3,꼴목,04.03 (수),영업시간: 17:00 - 07:00,1
4,꼴목,04.04 (목),영업시간: 17:00 - 07:00,1
5,꼴목,04.05 (금),영업시간: 17:00 - 07:00,1
6,꼴목,04.06 (토),영업시간: 17:00 - 07:00,1
0,짱돌,[오늘] 03.31 (일),영업시간 확인 필요,1
1,짱돌,04.01 (월),확인 필요,1
2,짱돌,04.02 (화),확인 필요,1
3,짱돌,04.03 (수),확인 필요,1
4,짱돌,04.04 (목),확인 필요,1
5,짱돌,04.05 (금),확인 필요,1
6,짱돌,04.06 (토),확인 필요,1
0,요거프레소,[오늘] 03.31 (일),영업시간: 08:00 - 23:00,1
1,요거프레소,04.01 (월),영업시간: 08:00 - 23:00,1
2,요거프레소,04.02 (화),영업시간: 08:00 - 23:00,1
3,요거프레소,04.03 (수),영업시간: 08:00 - 23:00,1
4,요거프레소,04.04 (목),영업시간: 08:00 - 23:00,1
5,요거프레소,04.05 (금),영업시간: 08:00 - 23:00,1
6,요거프레소,04.06 (토),영업시간: 08:00 - 23:00,1
0,쭈꾸미도사 건대점,[오늘] 03.31 (일),영업시간: 11:00 - 22:00,1
1,쭈꾸미도사 건대점,04.01 (월),영업시간: 16:00 - 22:00,1
2,,,,
3,쭈꾸미도사 건대점,04.02 (화),영업시간: 16:00 - 22:00,1
4,,,,
5,쭈꾸미도사 건대점,04.03 (수),휴무일,1
6,쭈꾸미도사 건대점,04.04 (목),영업시간: 16:00 - 22:00,1
7,,,,
8,쭈꾸미도사 건대점,04.05 (금),영업시간: 16:00 - 22:00,1
9,,,,
10,쭈꾸미도사 건대점,04.06 (토),영업시간: 11:00 - 22:00,1
11,,,,
0,메이빌 본점,[오늘] 03.31 (일),영업시간: 11:30 - 22:00,1
1,메이빌 본점,04.01 (월),영업시간: 11:30 - 22:00,1
2,메이빌 본점,04.02 (화),영업시간: 11:30 - 22:00,1
3,메이빌 본점,04.03 (수),영업시간: 11:30 - 22:00,1
4,메이빌 본점,04.04 (목),영업시간: 11:30 - 22:00,1
5,메이빌 본점,04.05 (금),영업시간: 11:30 - 22:00,1
6,메이빌 본점,04.06 (토),영업시간: 11:30 - 22:00,1
0,원갈비,[오늘] 03.31 (일),영업시간: 10:00 - 22:00,1
1,원갈비,04.01 (월),영업시간: 10:00 - 22:00,1
2,원갈비,04.02 (화),영업시간: 10:00 - 22:00,1
3,원갈비,04.03 (수),영업시간: 10:00 - 22:00,1
4,원갈비,04.04 (목),영업시간: 10:00 - 22:00,1
5,원갈비,04.05 (금),영업시간: 10:00 - 22:00,1
6,원갈비,04.06 (토),영업시간: 10:00 - 22:00,1
0,바스타,[오늘] 03.31 (일),영업시간: 18:00 - 04:00,1
1,바스타,04.01 (월),영업시간: 18:00 - 04:00,1
2,바스타,04.02 (화),영업시간: 18:00 - 04:00,1
3,바스타,04.03 (수),영업시간: 18:00 - 04:00,1
4,바스타,04.04 (목),영업시간: 18:00 - 04:00,1
5,바스타,04.05 (금),영업시간: 18:00 - 04:00,1
6,바스타,04.06 (토),영업시간: 18:00 - 04:00,1
0,빕스 어린이대공원점,[오늘] 03.31 (일),영업시간: 10:30 - 22:00,1
1,빕스 어린이대공원점,04.01 (월),영업시간: 10:30 - 22:00,1
2,빕스 어린이대공원점,04.02 (화),영업시간: 10:30 - 22:00,1
3,빕스 어린이대공원점,04.03 (수),영업시간: 10:30 - 22:00,1
4,빕스 어린이대공원점,04.04 (목),영업시간: 10:30 - 22:00,1
5,빕스 어린이대공원점,04.05 (금),영업시간: 10:30 - 22:00,1
6,빕스 어린이대공원점,04.06 (토),영업시간: 10:30 - 22:00,1
0,오늘와인한잔 건대점,[오늘] 03.31 (일),영업시간: 17:00 - 03:00,1
1,오늘와인한잔 건대점,04.01 (월),영업시간: 17:00 - 03:00,1
2,오늘와인한잔 건대점,04.02 (화),영업시간: 17:00 - 03:00,1
3,오늘와인한잔 건대점,04.03 (수),영업시간: 17:00 - 03:00,1
4,오늘와인한잔 건대점,04.04 (목),영업시간: 17:00 - 03:00,1
5,오늘와인한잔 건대점,04.05 (금),영업시간: 17:00 - 03:00,1
6,오늘와인한잔 건대점,04.06 (토),영업시간: 17:00 - 03:00,1
0,신대동집,[오늘] 03.31 (일),영업시간 확인 필요,1
1,신대동집,04.01 (월),확인 필요,1
2,신대동집,04.02 (화),확인 필요,1
3,신대동집,04.03 (수),확인 필요,1
4,신대동집,04.04 (목),확인 필요,1
5,신대동집,04.05 (금),확인 필요,1
6,신대동집,04.06 (토),확인 필요,1
0,안다미로 팬케이크,[오늘] 03.31 (일),영업시간: 13:00 - 21:00,1
1,안다미로 팬케이크,04.01 (월),영업시간: 13:00 - 21:00,1
2,,,,
3,안다미로 팬케이크,04.02 (화),영업시간: 13:00 - 21:00,1
4,,,,
5,안다미로 팬케이크,04.03 (수),영업시간: 13:00 - 21:00,1
6,,,,
7,안다미로 팬케이크,04.04 (목),영업시간: 13:00 - 21:00,1
8,,,,
9,안다미로 팬케이크,04.05 (금),영업시간: 13:00 - 21:00,1
10,,,,
11,안다미로 팬케이크,04.06 (토),영업시간: 13:00 - 21:00,1
12,,,,
0,함흥본가면옥,[오늘] 03.31 (일),영업시간: 11:00 - 21:00,1
1,함흥본가면옥,04.01 (월),영업시간: 11:00 - 21:00,1
2,,,,
3,함흥본가면옥,04.02 (화),휴무일,1
4,함흥본가면옥,04.03 (수),영업시간: 11:00 - 21:00,1
5,,,,
6,함흥본가면옥,04.04 (목),영업시간: 11:00 - 21:00,1
7,,,,
8,함흥본가면옥,04.05 (금),영업시간: 11:00 - 21:00,1
9,,,,
10,함흥본가면옥,04.06 (토),영업시간: 11:00 - 21:00,1
11,,,,
0,꿈꾸다917,[오늘] 03.31 (일),영업시간: 11:00 - 23:00,1
1,꿈꾸다917,04.01 (월),영업시간: 11:00 - 23:00,1
2,꿈꾸다917,04.02 (화),영업시간: 11:00 - 23:00,1
3,꿈꾸다917,04.03 (수),영업시간: 11:00 - 23:00,1
4,꿈꾸다917,04.04 (목),영업시간: 11:00 - 23:00,1
5,꿈꾸다917,04.05 (금),영업시간: 11:00 - 23:00,1
6,꿈꾸다917,04.06 (토),영업시간: 11:00 - 23:00,1
0,프레퍼스 다이어트 푸드 건대점,[오늘] 03.31 (일),영업시간: 10:00 - 21:00,1
1,프레퍼스 다이어트 푸드 건대점,04.01 (월),영업시간: 10:00 - 21:00,1
2,프레퍼스 다이어트 푸드 건대점,04.02 (화),영업시간: 10:00 - 21:00,1
3,프레퍼스 다이어트 푸드 건대점,04.03 (수),영업시간: 10:00 - 21:00,1
4,프레퍼스 다이어트 푸드 건대점,04.04 (목),영업시간: 10:00 - 21:00,1
5,프레퍼스 다이어트 푸드 건대점,04.05 (금),영업시간: 10:00 - 21:00,1
6,프레퍼스 다이어트 푸드 건대점,04.06 (토),영업시간: 10:00 - 21:00,10,스시호,[오늘] 04.01 (월),휴무일,1.0
1,스시호,04.02 (화),영업시간: 17:00 - 21:00,1.0
2,,,,
3,스시호,04.03 (수),영업시간: 17:00 - 21:00,1.0
4,,,,
5,스시호,04.04 (목),영업시간: 17:00 - 21:00,1.0
6,,,,
7,스시호,04.05 (금),영업시간: 17:00 - 21:00,1.0
8,,,,
9,스시호,04.06 (토),영업시간: 17:00 - 21:00,1.0
10,,,,
11,스시호,04.07 (일),영업시간: 17:00 - 21:00,1.0
12,,,,
0,프레시샐 건대점,[오늘] 04.01 (월),영업시간: 08:30 - 21:00,1.0
1,프레시샐 건대점,04.02 (화),영업시간: 08:30 - 21:00,1.0
2,,,,
3,프레시샐 건대점,04.03 (수),영업시간: 08:30 - 21:00,1.0
4,,,,
5,프레시샐 건대점,04.04 (목),영업시간: 08:30 - 21:00,1.0
6,,,,
7,프레시샐 건대점,04.05 (금),영업시간: 08:30 - 21:00,1.0
8,,,,
9,프레시샐 건대점,04.06 (토),영업시간: 09:30 - 20:30,1.0
10,,,,
11,프레시샐 건대점,04.07 (일),영업시간: 09:30 - 20:30,1.0
12,,,,
0,바투엣 본점,[오늘] 04.01 (월),영업시간: 11:00 - 20:30,1.0
1,바투엣 본점,04.02 (화),영업시간: 11:00 - 20:30,1.0
2,,,,
3,,,,
4,바투엣 본점,04.03 (수),영업시간: 11:00 - 20:30,1.0
5,,,,
6,,,,
7,바투엣 본점,04.04 (목),영업시간: 11:00 - 20:30,1.0
8,,,,
9,,,,
10,바투엣 본점,04.05 (금),영업시간: 11:00 - 20:30,1.0
11,,,,
12,,,,
13,바투엣 본점,04.06 (토),영업시간: 11:00 - 20:30,1.0
14,,,,
15,,,,
16,바투엣 본점,04.07 (일),영업시간: 11:00 - 20:30,1.0
17,,,,
18,,,,
0,새로이,[오늘] 04.01 (월),영업시간: 11:30 - 22:30,1.0
1,새로이,04.02 (화),영업시간: 11:30 - 22:30,1.0
2,,,,
3,,,,
4,새로이,04.03 (수),영업시간: 11:30 - 22:30,1.0
5,,,,
6,,,,
7,새로이,04.04 (목),영업시간: 11:30 - 22:30,1.0
8,,,,
9,,,,
10,새로이,04.05 (금),영업시간: 11:30 - 22:30,1.0
11,,,,
12,,,,
13,새로이,04.06 (토),영업시간: 11:30 - 22:30,1.0
14,,,,
15,,,,
16,새로이,04.07 (일),휴무일,1.0
0,김덕후의곱창조,[오늘] 04.01 (월),영업시간: 16:00 - 01:30,1.0
1,김덕후의곱창조,04.02 (화),영업시간: 16:00 - 01:30,1.0
2,,,,
3,김덕후의곱창조,04.03 (수),영업시간: 16:00 - 01:30,1.0
4,,,,
5,김덕후의곱창조,04.04 (목),영업시간: 16:00 - 01:30,1.0
6,,,,
7,김덕후의곱창조,04.05 (금),영업시간: 16:00 - 01:30,1.0
8,,,,
9,김덕후의곱창조,04.06 (토),영업시간: 15:00 - 01:30,1.0
10,,,,
11,김덕후의곱창조,04.07 (일),영업시간: 15:00 - 01:30,1.0
12,,,,
0,낙원스낵,[오늘] 04.01 (월),영업시간: 17:00 - 04:00,1
1,낙원스낵,04.02 (화),영업시간: 17:00 - 04:00,1
2,낙원스낵,04.03 (수),영업시간: 17:00 - 04:00,1
3,낙원스낵,04.04 (목),영업시간: 17:00 - 04:00,1
4,낙원스낵,04.05 (금),영업시간: 17:00 - 04:00,1
5,낙원스낵,04.06 (토),영업시간: 17:00 - 04:00,1
6,낙원스낵,04.07 (일),영업시간: 17:00 - 04:00,1
0,화기애애,[오늘] 04.01 (월),영업시간: 16:00 - 01:00,1
1,화기애애,04.02 (화),영업시간: 16:00 - 01:00,1
2,화기애애,04.03 (수),영업시간: 16:00 - 01:00,1
3,화기애애,04.04 (목),영업시간: 16:00 - 01:00,1
4,화기애애,04.05 (금),영업시간: 16:00 - 01:00,1
5,화기애애,04.06 (토),영업시간: 16:00 - 01:00,1
6,화기애애,04.07 (일),영업시간: 16:00 - 01:00,1
