,rst_name,weekday,hours,platform
0,일양전,[오늘] 04.01 (월),휴무일,1.0
1,일양전,04.02 (화),영업시간: 17:00 - 00:00,1.0
2,,,,
3,일양전,04.03 (수),영업시간: 17:00 - 00:00,1.0
4,,,,
5,일양전,04.04 (목),영업시간: 17:00 - 00:00,1.0
6,,,,
7,일양전,04.05 (금),영업시간: 17:00 - 01:00,1.0
8,,,,
9,일양전,04.06 (토),영업시간: 17:00 - 01:00,1.0
10,,,,
11,일양전,04.07 (일),영업시간: 17:00 - 00:00,1.0
12,,,,
0,폼프리츠,[오늘] 04.01 (월),영업시간 확인 필요,1
1,폼프리츠,04.02 (화),확인 필요,1
2,폼프리츠,04.03 (수),확인 필요,1
3,폼프리츠,04.04 (목),확인 필요,1
4,폼프리츠,04.05 (금),확인 필요,1
5,폼프리츠,04.06 (토),확인 필요,1
6,폼프리츠,04.07 (일),확인 필요,1
0,육회한연어,[오늘] 04.01 (월),영업시간: 15:30 - 05:00,1
1,육회한연어,04.02 (화),영업시간: 15:30 - 05:00,1
2,육회한연어,04.03 (수),영업시간: 15:30 - 05:00,1
3,육회한연어,04.04 (목),영업시간: 15:30 - 05:00,1
4,육회한연어,04.05 (금),영업시간: 15:30 - 05:00,1
5,육회한연어,04.06 (토),영업시간: 15:30 - 05:00,1
6,육회한연어,04.07 (일),영업시간: 15:30 - 05:00,1
0,972Bar,[오늘] 04.01 (월),영업시간: 18:00 - 04:00,1
1,972Bar,04.02 (화),영업시간: 18:00 - 04:00,1
2,972Bar,04.03 (수),영업시간: 18:00 - 04:00,1
3,972Bar,04.04 (목),영업시간: 18:00 - 04:00,1
4,972Bar,04.05 (금),영업시간: 18:00 - 04:00,1
5,972Bar,04.06 (토),영업시간: 18:00 - 04:00,1
6,972Bar,04.07 (일),영업시간: 18:00 - 04:00,1
0,몽블랙,[오늘] 04.01 (월),영업시간: 18:00 - 05:00,1
1,몽블랙,04.02 (화),영업시간: 18:00 - 05:00,1
2,몽블랙,04.03 (수),영업시간: 18:00 - 05:00,1
3,몽블랙,04.04 (목),영업시간: 18:00 - 05:00,1
4,몽블랙,04.05 (금),영업시간: 18:00 - 05:00,1
5,몽블랙,04.06 (토),영업시간: 18:00 - 05:00,1
6,몽블랙,04.07 (일),영업시간: 18:00 - 05:00,1
0,호호 닭발,[오늘] 04.01 (월),영업시간: 15:00 - 03:00,1
1,호호 닭발,04.02 (화),영업시간: 15:00 - 03:00,1
2,호호 닭발,04.03 (수),영업시간: 15:00 - 03:00,1
3,호호 닭발,04.04 (목),영업시간: 15:00 - 03:00,1
4,호호 닭발,04.05 (금),영업시간: 15:00 - 03:00,1
5,호호 닭발,04.06 (토),영업시간: 15:00 - 03:00,1
6,호호 닭발,04.07 (일),영업시간: 15:00 - 03:00,1
0,평정원,[오늘] 04.01 (월),영업시간: 17:00 - 04:00,1.0
1,평정원,04.02 (화),영업시간: 17:00 - 04:00,1.0
2,,,,
3,평정원,04.03 (수),영업시간: 17:00 - 04:00,1.0
4,,,,
5,평정원,04.04 (목),영업시간: 17:00 - 04:00,1.0
6,,,,
7,평정원,04.05 (금),영업시간: 17:00 - 05:00,1.0
8,,,,
9,평정원,04.06 (토),영업시간: 17:00 - 05:00,1.0
10,,,,
11,평정원,04.07 (일),영업시간: 17:00 - 04:00,1.0
12,,,,
0,노랑통닭 건대점,[오늘] 04.01 (월),영업시간: 16:00 - 02:00,1
1,노랑통닭 건대점,04.02 (화),영업시간: 16:00 - 02:00,1
2,노랑통닭 건대점,04.03 (수),영업시간: 16:00 - 02:00,1
3,노랑통닭 건대점,04.04 (목),영업시간: 16:00 - 02:00,1
4,노랑통닭 건대점,04.05 (금),영업시간: 16:00 - 02:00,1
5,노랑통닭 건대점,04.06 (토),영업시간: 16:00 - 02:00,1
6,노랑통닭 건대점,04.07 (일),영업시간: 16:00 - 02:00,1
0,오늘와인한잔 건대점,[오늘] 04.01 (월),영업시간: 17:00 - 03:00,1
1,오늘와인한잔 건대점,04.02 (화),영업시간: 17:00 - 03:00,1
2,오늘와인한잔 건대점,04.03 (수),영업시간: 17:00 - 03:00,1
3,오늘와인한잔 건대점,04.04 (목),영업시간: 17:00 - 03:00,1
4,오늘와인한잔 건대점,04.05 (금),영업시간: 17:00 - 03:00,1
5,오늘와인한잔 건대점,04.06 (토),영업시간: 17:00 - 03:00,1
6,오늘와인한잔 건대점,04.07 (일),영업시간: 17:00 - 03:00,1
0,꼼주,[오늘] 04.01 (월),영업시간: 17:00 - 01:00,1.0
1,꼼주,04.02 (화),영업시간: 17:00 - 01:00,1.0
2,,,,
3,꼼주,04.03 (수),영업시간: 17:00 - 01:00,1.0
4,,,,
5,꼼주,04.04 (목),영업시간: 17:00 - 01:00,1.0
6,,,,
7,꼼주,04.05 (금),영업시간: 17:00 - 02:00,1.0
8,,,,
9,꼼주,04.06 (토),영업시간: 17:00 - 02:00,1.0
10,,,,
11,꼼주,04.07 (일),영업시간: 17:00 - 01:00,1.0
12,,,,
0,공간식당,[오늘] 04.01 (월),영업시간: 17:00 - 02:00,1.0
1,공간식당,04.02 (화),영업시간: 17:00 - 02:00,1.0
2,,,,
3,공간식당,04.03 (수),영업시간: 17:00 - 02:00,1.0
4,,,,
5,공간식당,04.04 (목),영업시간: 17:00 - 02:00,1.0
6,,,,
7,공간식당,04.05 (금),영업시간: 17:00 - 02:00,1.0
8,,,,
9,공간식당,04.06 (토),영업시간: 17:00 - 02:00,1.0
10,,,,
11,공간식당,04.07 (일),영업시간: 17:00 - 02:00,1.0
12,,,,
0,이자카야 안녕,[오늘] 04.01 (월),영업시간: 17:30 - 01:00,1
1,이자카야 안녕,04.02 (화),휴무일,1
2,이자카야 안녕,04.03 (수),영업시간: 17:30 - 01:00,1
3,이자카야 안녕,04.04 (목),영업시간: 17:30 - 01:00,1
4,이자카야 안녕,04.05 (금),영업시간: 17:30 - 01:00,1
5,이자카야 안녕,04.06 (토),영업시간: 17:30 - 01:00,1
6,이자카야 안녕,04.07 (일),영업시간: 17:30 - 01:00,1
0,화양주막,[오늘] 04.01 (월),영업시간: 17:00 - 00:00,1
1,화양주막,04.02 (화),영업시간: 17:00 - 00:00,1
2,화양주막,04.03 (수),영업시간: 17:00 - 00:00,1
3,화양주막,04.04 (목),영업시간: 17:00 - 00:00,1
4,화양주막,04.05 (금),영업시간: 16:30 - 01:00,1
5,화양주막,04.06 (토),영업시간: 16:30 - 01:00,1
6,화양주막,04.07 (일),영업시간: 17:00 - 00:00,1
0,밤을 걷는 선비,[오늘] 04.01 (월),영업시간: 17:00 - 06:00,1
1,밤을 걷는 선비,04.02 (화),영업시간: 17:00 - 06:00,1
2,밤을 걷는 선비,04.03 (수),영업시간: 17:00 - 06:00,1
3,밤을 걷는 선비,04.04 (목),영업시간: 17:00 - 06:00,1
4,밤을 걷는 선비,04.05 (금),영업시간: 17:00 - 06:00,1
5,밤을 걷는 선비,04.06 (토),영업시간: 17:00 - 06:00,1
6,밤을 걷는 선비,04.07 (일),영업시간: 17:00 - 06:00,1
0,부엉이산장 건대점,[오늘] 04.01 (월),영업시간 확인 필요,1
1,부엉이산장 건대점,04.02 (화),확인 필요,1
2,부엉이산장 건대점,04.03 (수),확인 필요,1
3,부엉이산장 건대점,04.04 (목),확인 필요,1
4,부엉이산장 건대점,04.05 (금),확인 필요,1
5,부엉이산장 건대점,04.06 (토),확인 필요,1
6,부엉이산장 건대점,04.07 (일),확인 필요,1
0,쟈즈,[오늘] 04.01 (월),영업시간 확인 필요,1
1,쟈즈,04.02 (화),확인 필요,1
2,쟈즈,04.03 (수),확인 필요,1
3,쟈즈,04.04 (목),확인 필요,1
4,쟈즈,04.05 (금),확인 필요,1
5,쟈즈,04.06 (토),확인 필요,1
6,쟈즈,04.07 (일),확인 필요,1
0,코렌초하우스,[오늘] 04.01 (월),휴무일,1
1,코렌초하우스,04.02 (화),영업시간: 18:00 - 00:00,1
2,코렌초하우스,04.03 (수),영업시간: 18:00 - 00:00,1
3,코렌초하우스,04.04 (목),영업시간: 18:00 - 00:00,1
4,코렌초하우스,04.05 (금),영업시간: 18:00 - 02:00,1
5,코렌초하우스,04.06 (토),영업시간: 18:00 - 02:00,1
6,코렌초하우스,04.07 (일),영업시간: 18:00 - 23:00,1
0,아웃닭,[오늘] 04.01 (월),영업시간: 16:00 - 02:00,1
1,아웃닭,04.02 (화),영업시간: 16:00 - 02:00,1
2,아웃닭,04.03 (수),영업시간: 16:00 - 02:00,1
3,아웃닭,04.04 (목),영업시간: 16:00 - 02:00,1
4,아웃닭,04.05 (금),영업시간: 16:00 - 02:00,1
5,아웃닭,04.06 (토),영업시간: 16:00 - 02:00,1
6,아웃닭,04.07 (일),영업시간: 16:00 - 02:00,1
0,막이오름 건대점,[오늘] 04.01 (월),영업시간: 14:00 - 21:00,1
1,막이오름 건대점,04.02 (화),영업시간: 14:00 - 21:00,1
2,막이오름 건대점,04.03 (수),영업시간: 14:00 - 21:00,1
3,막이오름 건대점,04.04 (목),영업시간: 14:00 - 21:00,1
4,막이오름 건대점,04.05 (금),영업시간: 14:00 - 21:00,1
5,막이오름 건대점,04.06 (토),영업시간: 12:00 - 21:00,1
6,막이오름 건대점,04.07 (일),영업시간: 12:00 - 21:00,1
0,뉴웨이브서울,[오늘] 04.01 (월),영업시간 확인 필요,1
1,뉴웨이브서울,04.02 (화),확인 필요,1
2,뉴웨이브서울,04.03 (수),확인 필요,1
3,뉴웨이브서울,04.04 (목),확인 필요,1
4,뉴웨이브서울,04.05 (금),확인 필요,1
5,뉴웨이브서울,04.06 (토),확인 필요,1
6,뉴웨이브서울,04.07 (일),확인 필요,1
0,재즈라운지,[오늘] 04.01 (월),영업시간: 18:00 - 02:00,1
1,재즈라운지,04.02 (화),영업시간: 18:00 - 02:00,1
2,재즈라운지,04.03 (수),영업시간: 18:00 - 02:00,1
3,재즈라운지,04.04 (목),영업시간: 18:00 - 02:00,1
4,재즈라운지,04.05 (금),영업시간: 18:00 - 02:00,1
5,재즈라운지,04.06 (토),영업시간: 18:00 - 02:00,1
6,재즈라운지,04.07 (일),휴무일,1
0,낙원스낵,[오늘] 04.01 (월),영업시간: 17:00 - 04:00,1
1,낙원스낵,04.02 (화),영업시간: 17:00 - 04:00,1
2,낙원스낵,04.03 (수),영업시간: 17:00 - 04:00,1
3,낙원스낵,04.04 (목),영업시간: 17:00 - 04:00,1
4,낙원스낵,04.05 (금),영업시간: 17:00 - 04:00,1
5,낙원스낵,04.06 (토),영업시간: 17:00 - 04:00,1
6,낙원스낵,04.07 (일),영업시간: 17:00 - 04:00,1
0,모던통닭 건대역점,[오늘] 04.01 (월),영업시간: 15:00 - 04:00,1
1,모던통닭 건대역점,04.02 (화),영업시간: 15:00 - 04:00,1
2,모던통닭 건대역점,04.03 (수),영업시간: 15:00 - 04:00,1
3,모던통닭 건대역점,04.04 (목),영업시간: 15:00 - 04:00,1
4,모던통닭 건대역점,04.05 (금),영업시간: 15:00 - 04:30,1
5,모던통닭 건대역점,04.06 (토),영업시간: 15:00 - 04:30,1
6,모던통닭 건대역점,04.07 (일),영업시간: 10:00 - 22:00,1
0,꼴목,[오늘] 04.01 (월),영업시간: 17:00 - 07:00,1
1,꼴목,04.02 (화),영업시간: 17:00 - 07:00,1
2,꼴목,04.03 (수),영업시간: 17:00 - 07:00,1
3,꼴목,04.04 (목),영업시간: 17:00 - 07:00,1
4,꼴목,04.05 (금),영업시간: 17:00 - 07:00,1
5,꼴목,04.06 (토),영업시간: 17:00 - 07:00,1
6,꼴목,04.07 (일),영업시간: 17:00 - 07:00,1
0,로니로티,[오늘] 04.01 (월),영업시간: 11:30 - 22:30,1.0
1,로니로티,04.02 (화),영업시간: 11:30 - 22:30,1.0
2,,,,
3,,,,
4,로니로티,04.03 (수),영업시간: 11:30 - 22:30,1.0
5,,,,
6,,,,
7,로니로티,04.04 (목),영업시간: 11:30 - 22:30,1.0
8,,,,
9,,,,
10,로니로티,04.05 (금),영업시간: 11:30 - 22:30,1.0
11,,,,
12,,,,
13,로니로티,04.06 (토),영업시간: 11:30 - 22:30,1.0
14,,,,
15,,,,
16,로니로티,04.07 (일),영업시간: 11:30 - 22:30,1.0
17,,,,
18,,,,
0,Duff Town,[오늘] 04.01 (월),영업시간: 17:00 - 03:00,1
1,Duff Town,04.02 (화),영업시간: 17:00 - 03:00,1
2,Duff Town,04.03 (수),영업시간: 17:00 - 03:00,1
3,Duff Town,04.04 (목),영업시간: 17:00 - 03:00,1
4,Duff Town,04.05 (금),영업시간: 17:00 - 03:00,1
5,Duff Town,04.06 (토),영업시간: 17:00 - 03:00,1
6,Duff Town,04.07 (일),영업시간: 17:00 - 03:00,1
0,건대맥주창고,[오늘] 04.01 (월),영업시간 확인 필요,1
1,건대맥주창고,04.02 (화),확인 필요,1
2,건대맥주창고,04.03 (수),확인 필요,1
3,건대맥주창고,04.04 (목),확인 필요,1
4,건대맥주창고,04.05 (금),확인 필요,1
5,건대맥주창고,04.06 (토),확인 필요,1
6,건대맥주창고,04.07 (일),확인 필요,1
0,Mix Lounge Bar,[오늘] 04.01 (월),영업시간: 18:00 - 04:00,1
1,Mix Lounge Bar,04.02 (화),영업시간: 18:00 - 04:00,1
2,Mix Lounge Bar,04.03 (수),영업시간: 18:00 - 04:00,1
3,Mix Lounge Bar,04.04 (목),영업시간: 18:00 - 04:00,1
4,Mix Lounge Bar,04.05 (금),영업시간: 18:00 - 04:00,1
5,Mix Lounge Bar,04.06 (토),영업시간: 18:00 - 04:00,1
6,Mix Lounge Bar,04.07 (일),영업시간: 18:00 - 04:00,1
0,사시미,[오늘] 04.01 (월),영업시간: 16:00 - 02:00,1.0
1,사시미,04.02 (화),영업시간: 16:00 - 02:00,1.0
2,,,,
3,사시미,04.03 (수),영업시간: 16:00 - 02:00,1.0
4,,,,
5,사시미,04.04 (목),영업시간: 16:00 - 02:00,1.0
6,,,,
7,사시미,04.05 (금),영업시간: 16:00 - 03:00,1.0
8,,,,
9,사시미,04.06 (토),영업시간: 16:00 - 03:00,1.0
10,,,,
11,사시미,04.07 (일),영업시간: 16:00 - 02:00,1.0
12,,,,
0,디노노가리술집,[오늘] 04.01 (월),영업시간 확인 필요,1
1,디노노가리술집,04.02 (화),확인 필요,1
2,디노노가리술집,04.03 (수),확인 필요,1
3,디노노가리술집,04.04 (목),확인 필요,1
4,디노노가리술집,04.05 (금),확인 필요,1
5,디노노가리술집,04.06 (토),확인 필요,1
6,디노노가리술집,04.07 (일),확인 필요,1
0,한사바리,[오늘] 04.01 (월),영업시간: 18:00 - 00:00,1.0
1,한사바리,04.02 (화),영업시간: 17:00 - 00:00,1.0
2,,,,
3,한사바리,04.03 (수),영업시간: 17:00 - 00:00,1.0
4,,,,
5,한사바리,04.04 (목),영업시간: 17:00 - 00:00,1.0
6,,,,
7,한사바리,04.05 (금),영업시간: 17:00 - 01:00,1.0
8,,,,
9,한사바리,04.06 (토),영업시간: 17:00 - 01:00,1.0
10,,,,
11,한사바리,04.07 (일),영업시간: 18:00 - 00:00,1.0
12,,,,
0,해남닭집,[오늘] 04.01 (월),영업시간: 15:00 - 01:00,1
1,해남닭집,04.02 (화),영업시간: 15:00 - 01:00,1
2,해남닭집,04.03 (수),영업시간: 15:00 - 01:00,1
3,해남닭집,04.04 (목),영업시간: 15:00 - 01:00,1
4,해남닭집,04.05 (금),영업시간: 15:00 - 01:00,1
5,해남닭집,04.06 (토),영업시간: 15:00 - 01:00,1
6,해남닭집,04.07 (일),휴무일,1
0,바인,[오늘] 04.01 (월),영업시간: 17:00 - 02:00,1.0
1,바인,04.02 (화),휴무일,1.0
2,바인,04.03 (수),영업시간: 17:00 - 02:00,1.0
3,,,,
4,바인,04.04 (목),영업시간: 17:00 - 02:00,1.0
5,,,,
6,바인,04.05 (금),영업시간: 17:00 - 03:00,1.0
7,,,,
8,바인,04.06 (토),영업시간: 15:00 - 03:00,1.0
9,,,,
10,바인,04.07 (일),영업시간: 15:00 - 02:00,1.0
11,,,,
0,사거리식당,[오늘] 04.01 (월),영업시간: 16:00 - 05:00,1.0
1,사거리식당,04.02 (화),영업시간: 16:00 - 05:00,1.0
2,,,,
3,사거리식당,04.03 (수),영업시간: 16:00 - 05:00,1.0
4,,,,
5,사거리식당,04.04 (목),영업시간: 16:00 - 05:00,1.0
6,,,,
7,사거리식당,04.05 (금),영업시간: 16:00 - 05:00,1.0
8,,,,
9,사거리식당,04.06 (토),영업시간: 16:00 - 05:00,1.0
10,,,,
11,사거리식당,04.07 (일),영업시간: 16:00 - 05:00,1.0
12,,,,
0,코젤다크하우스 건대점,[오늘] 04.01 (월),영업시간: 17:00 - 02:00,1
1,코젤다크하우스 건대점,04.02 (화),영업시간: 17:00 - 02:00,1
2,코젤다크하우스 건대점,04.03 (수),영업시간: 17:00 - 02:00,1
3,코젤다크하우스 건대점,04.04 (목),영업시간: 17:00 - 02:00,1
4,코젤다크하우스 건대점,04.05 (금),영업시간: 17:00 - 02:00,1
5,코젤다크하우스 건대점,04.06 (토),영업시간: 17:00 - 04:00,1
6,코젤다크하우스 건대점,04.07 (일),영업시간: 17:00 - 04:00,1
0,윤이불닭발,[오늘] 04.01 (월),영업시간: 10:00 - 05:00,1
1,윤이불닭발,04.02 (화),영업시간: 10:00 - 05:00,1
2,윤이불닭발,04.03 (수),영업시간: 10:00 - 05:00,1
3,윤이불닭발,04.04 (목),영업시간: 10:00 - 05:00,1
4,윤이불닭발,04.05 (금),영업시간: 10:00 - 05:00,1
5,윤이불닭발,04.06 (토),영업시간: 10:00 - 05:00,1
6,윤이불닭발,04.07 (일),영업시간: 10:00 - 05:00,1
0,C156,[오늘] 04.01 (월),영업시간: 12:00 - 22:00,1.0
1,C156,04.02 (화),영업시간: 12:00 - 22:00,1.0
2,,,,
3,C156,04.03 (수),영업시간: 12:00 - 22:00,1.0
4,,,,
5,C156,04.04 (목),영업시간: 12:00 - 22:00,1.0
6,,,,
7,C156,04.05 (금),영업시간: 12:00 - 22:00,1.0
8,,,,
9,C156,04.06 (토),영업시간: 12:00 - 22:00,1.0
10,,,,
11,C156,04.07 (일),영업시간: 12:00 - 22:00,1.0
12,,,,
0,카페 26,[오늘] 04.01 (월),영업시간: 12:00 - 22:00,1
1,카페 26,04.02 (화),영업시간: 12:00 - 01:00,1
2,카페 26,04.03 (수),영업시간: 12:00 - 01:00,1
3,카페 26,04.04 (목),영업시간: 12:00 - 01:00,1
4,카페 26,04.05 (금),영업시간: 12:00 - 01:00,1
5,카페 26,04.06 (토),영업시간: 13:00 - 01:00,1
6,카페 26,04.07 (일),영업시간: 13:00 - 22:00,1
0,바른치킨 건대역 로봇점,[오늘] 04.01 (월),영업시간: 14:00 - 03:00,1
1,바른치킨 건대역 로봇점,04.02 (화),영업시간: 14:00 - 03:00,1
2,바른치킨 건대역 로봇점,04.03 (수),영업시간: 14:00 - 03:00,1
3,바른치킨 건대역 로봇점,04.04 (목),영업시간: 14:00 - 03:00,1
4,바른치킨 건대역 로봇점,04.05 (금),영업시간: 14:00 - 03:00,1
5,바른치킨 건대역 로봇점,04.06 (토),영업시간: 14:00 - 03:00,1
6,바른치킨 건대역 로봇점,04.07 (일),영업시간: 14:00 - 03:00,1
0,교촌치킨 건대점,[오늘] 04.01 (월),영업시간: 12:00 - 00:00,1.0
1,교촌치킨 건대점,04.02 (화),영업시간: 12:00 - 00:00,1.0
2,,,,
3,교촌치킨 건대점,04.03 (수),영업시간: 12:00 - 00:00,1.0
4,,,,
5,교촌치킨 건대점,04.04 (목),영업시간: 12:00 - 00:00,1.0
6,,,,
7,교촌치킨 건대점,04.05 (금),영업시간: 12:00 - 00:00,1.0
8,,,,
9,교촌치킨 건대점,04.06 (토),영업시간: 12:00 - 00:00,1.0
10,,,,
11,교촌치킨 건대점,04.07 (일),영업시간: 12:00 - 00:00,1.0
12,,,,
0,호맥 건대점,[오늘] 04.01 (월),영업시간 확인 필요,1
1,호맥 건대점,04.02 (화),확인 필요,1
2,호맥 건대점,04.03 (수),확인 필요,1
3,호맥 건대점,04.04 (목),확인 필요,1
4,호맥 건대점,04.05 (금),확인 필요,1
5,호맥 건대점,04.06 (토),확인 필요,1
6,호맥 건대점,04.07 (일),확인 필요,1
0,대구 안지랑곱창막창 건대점,[오늘] 04.01 (월),영업시간: 16:00 - 04:00,1
1,대구 안지랑곱창막창 건대점,04.02 (화),영업시간: 16:00 - 04:00,1
2,대구 안지랑곱창막창 건대점,04.03 (수),영업시간: 16:00 - 04:00,1
3,대구 안지랑곱창막창 건대점,04.04 (목),영업시간: 16:00 - 04:00,1
4,대구 안지랑곱창막창 건대점,04.05 (금),영업시간: 16:00 - 04:00,1
5,대구 안지랑곱창막창 건대점,04.06 (토),영업시간: 16:00 - 04:00,1
6,대구 안지랑곱창막창 건대점,04.07 (일),영업시간: 16:00 - 04:00,1
0,스미레,[오늘] 04.01 (월),영업시간: 18:00 - 02:00,1.0
1,스미레,04.02 (화),영업시간: 18:00 - 02:00,1.0
2,,,,
3,스미레,04.03 (수),영업시간: 18:00 - 02:00,1.0
4,,,,
5,스미레,04.04 (목),영업시간: 18:00 - 02:00,1.0
6,,,,
7,스미레,04.05 (금),영업시간: 18:00 - 02:00,1.0
8,,,,
9,스미레,04.06 (토),영업시간: 18:00 - 02:00,1.0
10,,,,
11,스미레,04.07 (일),휴무일,1.0
0,다원식당,[오늘] 04.01 (월),영업시간: 17:00 - 02:00,1
1,다원식당,04.02 (화),영업시간: 17:00 - 02:00,1
2,다원식당,04.03 (수),휴무일,1
3,다원식당,04.04 (목),영업시간: 17:00 - 02:00,1
4,다원식당,04.05 (금),영업시간: 17:00 - 02:00,1
5,다원식당,04.06 (토),영업시간: 17:00 - 02:00,1
6,다원식당,04.07 (일),영업시간: 17:00 - 02:00,1
0,권셰프입니다,[오늘] 04.01 (월),영업시간: 12:00 - 05:00,1
1,권셰프입니다,04.02 (화),영업시간: 12:00 - 05:00,1
2,권셰프입니다,04.03 (수),영업시간: 12:00 - 05:00,1
3,권셰프입니다,04.04 (목),영업시간: 12:00 - 05:00,1
4,권셰프입니다,04.05 (금),영업시간: 12:00 - 05:00,1
5,권셰프입니다,04.06 (토),영업시간: 12:00 - 05:00,1
6,권셰프입니다,04.07 (일),영업시간: 12:00 - 05:00,1
0,우마이도 건대점,[오늘] 04.01 (월),영업시간: 11:30 - 21:00,1.0
1,우마이도 건대점,04.02 (화),영업시간: 11:30 - 21:00,1.0
2,,,,
3,,,,
4,우마이도 건대점,04.03 (수),영업시간: 11:30 - 21:00,1.0
5,,,,
6,,,,
7,우마이도 건대점,04.04 (목),영업시간: 11:30 - 21:00,1.0
8,,,,
9,,,,
10,우마이도 건대점,04.05 (금),영업시간: 11:30 - 21:00,1.0
11,,,,
12,,,,
13,우마이도 건대점,04.06 (토),영업시간: 11:30 - 21:00,1.0
14,,,,
15,,,,
16,우마이도 건대점,04.07 (일),영업시간: 11:30 - 21:00,1.0
17,,,,
18,,,,
0,중독족발,[오늘] 04.01 (월),영업시간: 15:00 - 02:00,1
1,중독족발,04.02 (화),영업시간: 15:00 - 02:00,1
2,중독족발,04.03 (수),영업시간: 15:00 - 02:00,1
3,중독족발,04.04 (목),영업시간: 15:00 - 02:00,1
4,중독족발,04.05 (금),영업시간: 15:00 - 02:00,1
5,중독족발,04.06 (토),영업시간: 15:00 - 02:00,1
6,중독족발,04.07 (일),영업시간: 15:00 - 02:00,1
0,온달집 건대점,[오늘] 04.01 (월),영업시간: 16:00 - 22:00,1
1,온달집 건대점,04.02 (화),영업시간: 16:00 - 22:00,1
2,온달집 건대점,04.03 (수),영업시간: 16:00 - 22:00,1
3,온달집 건대점,04.04 (목),영업시간: 16:00 - 22:00,1
4,온달집 건대점,04.05 (금),영업시간: 16:00 - 22:00,1
5,온달집 건대점,04.06 (토),영업시간: 15:00 - 22:00,1
6,온달집 건대점,04.07 (일),영업시간: 15:00 - 22:00,1
0,건대스시,[오늘] 04.01 (월),영업시간: 11:30 - 00:00,1
1,건대스시,04.02 (화),영업시간: 11:30 - 00:00,1
2,건대스시,04.03 (수),영업시간: 11:30 - 00:00,1
3,건대스시,04.04 (목),영업시간: 11:30 - 00:00,1
4,건대스시,04.05 (금),영업시간: 11:30 - 00:00,1
5,건대스시,04.06 (토),영업시간: 11:30 - 00:00,1
6,건대스시,04.07 (일),영업시간: 24:00 - 22:30,1
